CustomerId,Amount,InterestRate
3574,405699.67,3.1
3575,405700.67,4.1
3576,405701.67,5.1
3577,405702.67,2.1
3578,405703.67,3.1
3579,405704.67,4.1
3580,405705.67,5.1
3581,405706.67,2.1
3582,405707.67,3.1
3583,405708.67,4.1
3584,405709.67,5.1
3585,405710.67,2.1
3586,405711.67,3.1
3587,405712.67,4.1
3588,405713.67,5.1
3589,405714.67,2.1
3590,405715.67,3.1
3591,405716.67,4.1
3592,405717.67,5.1
3593,405718.67,2.1
3594,405719.67,3.1
3595,405720.67,4.1
3596,405721.67,5.1
3597,405722.67,2.1
3598,405723.67,3.1
3599,405724.67,4.1
3600,405725.67,5.1
3601,405726.67,2.1
3602,405727.67,3.1
3603,405728.67,4.1
3604,405729.67,5.1
3605,405730.67,2.1
3606,405731.67,3.1
3607,405732.67,4.1
3608,405733.67,5.1
3609,405734.67,2.1
3610,405735.67,3.1
3611,405736.67,4.1
3612,405737.67,5.1
3613,405738.67,2.1
3614,405739.67,3.1
3615,405740.67,4.1
3616,405741.67,5.1
3617,405742.67,2.1
3618,405743.67,3.1
3619,405744.67,4.1
3620,405745.67,5.1
3621,405746.67,2.1
3622,405747.67,3.1
3623,405748.67,4.1
3624,405749.67,5.1
3625,405750.67,2.1
3626,405751.67,3.1
3627,405752.67,4.1
3628,405753.67,5.1
3629,405754.67,2.1
3630,405755.67,3.1
3631,405756.67,4.1
3632,405757.67,5.1
3633,405758.67,2.1
3634,405759.67,3.1
3635,405760.67,4.1
3636,405761.67,5.1
3637,405762.67,2.1
3638,405763.67,3.1
3639,405764.67,4.1
3640,405765.67,5.1
3641,405766.67,2.1
3642,405767.67,3.1
3643,405768.67,4.1
3644,405769.67,5.1
3645,405770.67,2.1
3646,405771.67,3.1
3647,405772.67,4.1
3648,405773.67,5.1
3649,405774.67,2.1
3650,405775.67,3.1
3651,405776.67,4.1
3652,405777.67,5.1
3653,405778.67,2.1
3654,405779.67,3.1
3655,405780.67,4.1
3656,405781.67,5.1
3657,405782.67,2.1
3658,405783.67,3.1
3659,405784.67,4.1
3660,405785.67,5.1
3661,405786.67,2.1
3662,405787.67,3.1
3663,405788.67,4.1
3664,405789.67,5.1
3665,405790.67,2.1
3666,405791.67,3.1
3667,405792.67,4.1
3668,405793.67,5.1
3669,405794.67,2.1
3670,405795.67,3.1
3671,405796.67,4.1
3672,405797.67,5.1
3673,405798.67,2.1
3674,405799.67,3.1
3675,405800.67,4.1
3676,405801.67,5.1
3677,405802.67,2.1
3678,405803.67,3.1
3679,405804.67,4.1
3680,405805.67,5.1
3681,405806.67,2.1
3682,405807.67,3.1
3683,405808.67,4.1
3684,405809.67,5.1
3685,405810.67,2.1
3686,405811.67,3.1
3687,405812.67,4.1
3688,405813.67,5.1
3689,405814.67,2.1
3690,405815.67,3.1
3691,405816.67,4.1
3692,405817.67,5.1
3693,405818.67,2.1
3694,405819.67,3.1
3695,405820.67,4.1
3696,405821.67,5.1
3697,405822.67,2.1
3698,405823.67,3.1
3699,405824.67,4.1
3700,405825.67,5.1
3701,405826.67,2.1
3702,405827.67,3.1
3703,405828.67,4.1
3704,405829.67,5.1
3705,405830.67,2.1
3706,405831.67,3.1
3707,405832.67,4.1
3708,405833.67,5.1
3709,405834.67,2.1
3710,405835.67,3.1
3711,405836.67,4.1
3712,405837.67,5.1
3713,405838.67,2.1
3714,405839.67,3.1
3715,405840.67,4.1
3716,405841.67,5.1
3717,405842.67,2.1
3718,405843.67,3.1
3719,405844.67,4.1
3720,405845.67,5.1
3721,405846.67,2.1
3722,405847.67,3.1
3723,405848.67,4.1
3724,405849.67,5.1
3725,405850.67,2.1
3726,405851.67,3.1
3727,405852.67,4.1
3728,405853.67,5.1
3729,405854.67,2.1
3730,405855.67,3.1
3731,405856.67,4.1
3732,405857.67,5.1
3733,405858.67,2.1
3734,405859.67,3.1
3735,405860.67,4.1
3736,405861.67,5.1
3737,405862.67,2.1
3738,405863.67,3.1
3739,405864.67,4.1
3740,405865.67,5.1
3741,405866.67,2.1
3742,405867.67,3.1
3743,405868.67,4.1
3744,405869.67,5.1
3745,405870.67,2.1
3746,405871.67,3.1
3747,405872.67,4.1
3748,405873.67,5.1
3749,405874.67,2.1
3750,405875.67,3.1
3751,405876.67,4.1
3752,405877.67,5.1
3753,405878.67,2.1
3754,405879.67,3.1
3755,405880.67,4.1
3756,405881.67,5.1
3757,405882.67,2.1
3758,405883.67,3.1
3759,405884.67,4.1
3760,405885.67,5.1
3761,405886.67,2.1
3762,405887.67,3.1
3763,405888.67,4.1
3764,405889.67,5.1
3765,405890.67,2.1
3766,405891.67,3.1
3767,405892.67,4.1
3768,405893.67,5.1
3769,405894.67,2.1
3770,405895.67,3.1
3771,405896.67,4.1
3772,405897.67,5.1
3773,405898.67,2.1
3774,405899.67,3.1
3775,405900.67,4.1
3776,405901.67,5.1
3777,405902.67,2.1
3778,405903.67,3.1
3779,405904.67,4.1
3780,405905.67,5.1
3781,405906.67,2.1
3782,405907.67,3.1
3783,405908.67,4.1
3784,405909.67,5.1
3785,405910.67,2.1
3786,405911.67,3.1
3787,405912.67,4.1
3788,405913.67,5.1
3789,405914.67,2.1
3790,405915.67,3.1
3791,405916.67,4.1
3792,405917.67,5.1
3793,405918.67,2.1
3794,405919.67,3.1
3795,405920.67,4.1
3796,405921.67,5.1
3797,405922.67,2.1
3798,405923.67,3.1
3799,405924.67,4.1
3800,405925.67,5.1
3801,405926.67,2.1
3802,405927.67,3.1
3803,405928.67,4.1
3804,405929.67,5.1
3805,405930.67,2.1
3806,405931.67,3.1
3807,405932.67,4.1
3808,405933.67,5.1
3809,405934.67,2.1
3810,405935.67,3.1
3811,405936.67,4.1
3812,405937.67,5.1
3813,405938.67,2.1
3814,405939.67,3.1
3815,405940.67,4.1
3816,405941.67,5.1
3817,405942.67,2.1
3818,405943.67,3.1
3819,405944.67,4.1
3820,405945.67,5.1
3821,405946.67,2.1
3822,405947.67,3.1
3823,405948.67,4.1
3824,405949.67,5.1
3825,405950.67,2.1
3826,405951.67,3.1
3827,405952.67,4.1
3828,405953.67,5.1
3829,405954.67,2.1
3830,405955.67,3.1
3831,405956.67,4.1
3832,405957.67,5.1
3833,405958.67,2.1
3834,405959.67,3.1
3835,405960.67,4.1
3836,405961.67,5.1
3837,405962.67,2.1
3838,405963.67,3.1
3839,405964.67,4.1
3840,405965.67,5.1
3841,405966.67,2.1
3842,405967.67,3.1
3843,405968.67,4.1
3844,405969.67,5.1
3845,405970.67,2.1
3846,405971.67,3.1
3847,405972.67,4.1
3848,405973.67,5.1
3849,405974.67,2.1
3850,405975.67,3.1
3851,405976.67,4.1
3852,405977.67,5.1
3853,405978.67,2.1
3854,405979.67,3.1
3855,405980.67,4.1
3856,405981.67,5.1
3857,405982.67,2.1
3858,405983.67,3.1
3859,405984.67,4.1
3860,405985.67,5.1
3861,405986.67,2.1
3862,405987.67,3.1
3863,405988.67,4.1
3864,405989.67,5.1
3865,405990.67,2.1
3866,405991.67,3.1
3867,405992.67,4.1
3868,405993.67,5.1
3869,405994.67,2.1
3870,405995.67,3.1
3871,405996.67,4.1
3872,405997.67,5.1
3873,405998.67,2.1
3874,405999.67,3.1
3875,406000.67,4.1
3876,406001.67,5.1
3877,406002.67,2.1
3878,406003.67,3.1
3879,406004.67,4.1
3880,406005.67,5.1
3881,406006.67,2.1
3882,406007.67,3.1
3883,406008.67,4.1
3884,406009.67,5.1
3885,406010.67,2.1
3886,406011.67,3.1
3887,406012.67,4.1
3888,406013.67,5.1
3889,406014.67,2.1
3890,406015.67,3.1
3891,406016.67,4.1
3892,406017.67,5.1
3893,406018.67,2.1
3894,406019.67,3.1
3895,406020.67,4.1
3896,406021.67,5.1
3897,406022.67,2.1
3898,406023.67,3.1
3899,406024.67,4.1
3900,406025.67,5.1
3901,406026.67,2.1
3902,406027.67,3.1
3903,406028.67,4.1
3904,406029.67,5.1
3905,406030.67,2.1
3906,406031.67,3.1
3907,406032.67,4.1
3908,406033.67,5.1
3909,406034.67,2.1
3910,406035.67,3.1
3911,406036.67,4.1
3912,406037.67,5.1
3913,406038.67,2.1
3914,406039.67,3.1
3915,406040.67,4.1
3916,406041.67,5.1
3917,406042.67,2.1
3918,406043.67,3.1
3919,406044.67,4.1
3920,406045.67,5.1
3921,406046.67,2.1
3922,406047.67,3.1
3923,406048.67,4.1
3924,406049.67,5.1
3925,406050.67,2.1
3926,406051.67,3.1
3927,406052.67,4.1
3928,406053.67,5.1
3929,406054.67,2.1
3930,406055.67,3.1
3931,406056.67,4.1
3932,406057.67,5.1
3933,406058.67,2.1
3934,406059.67,3.1
3935,406060.67,4.1
3936,406061.67,5.1
3937,406062.67,2.1
3938,406063.67,3.1
3939,406064.67,4.1
3940,406065.67,5.1
3941,406066.67,2.1
3942,406067.67,3.1
3943,406068.67,4.1
3944,406069.67,5.1
3945,406070.67,2.1
3946,406071.67,3.1
3947,406072.67,4.1
3948,406073.67,5.1
3949,406074.67,2.1
3950,406075.67,3.1
3951,406076.67,4.1
3952,406077.67,5.1
3953,406078.67,2.1
3954,406079.67,3.1
3955,406080.67,4.1
3956,406081.67,5.1
3957,406082.67,2.1
3958,406083.67,3.1
3959,406084.67,4.1
3960,406085.67,5.1
3961,406086.67,2.1
3962,406087.67,3.1
3963,406088.67,4.1
3964,406089.67,5.1
3965,406090.67,2.1
3966,406091.67,3.1
3967,406092.67,4.1
3968,406093.67,5.1
3969,406094.67,2.1
3970,406095.67,3.1
3971,406096.67,4.1
3972,406097.67,5.1
3973,406098.67,2.1
3974,406099.67,3.1
3975,406100.67,4.1
3976,406101.67,5.1
3977,406102.67,2.1
3978,406103.67,3.1
3979,406104.67,4.1
3980,406105.67,5.1
3981,406106.67,2.1
3982,406107.67,3.1
3983,406108.67,4.1
3984,406109.67,5.1
3985,406110.67,2.1
3986,406111.67,3.1
3987,406112.67,4.1
3988,406113.67,5.1
3989,406114.67,2.1
3990,406115.67,3.1
3991,406116.67,4.1
3992,406117.67,5.1
3993,406118.67,2.1
3994,406119.67,3.1
3995,406120.67,4.1
3996,406121.67,5.1
3997,406122.67,2.1
3998,406123.67,3.1
3999,406124.67,4.1
4000,406125.67,5.1
4001,406126.67,2.1
4002,406127.67,3.1
4003,406128.67,4.1
4004,406129.67,5.1
4005,406130.67,2.1
4006,406131.67,3.1
4007,406132.67,4.1
4008,406133.67,5.1
4009,406134.67,2.1
4010,406135.67,3.1
4011,406136.67,4.1
4012,406137.67,5.1
4013,406138.67,2.1
4014,406139.67,3.1
4015,406140.67,4.1
4016,406141.67,5.1
4017,406142.67,2.1
4018,406143.67,3.1
4019,406144.67,4.1
4020,406145.67,5.1
4021,406146.67,2.1
4022,406147.67,3.1
4023,406148.67,4.1
4024,406149.67,5.1
4025,406150.67,2.1
4026,406151.67,3.1
4027,406152.67,4.1
4028,406153.67,5.1
4029,406154.67,2.1
4030,406155.67,3.1
4031,406156.67,4.1
4032,406157.67,5.1
4033,406158.67,2.1
4034,406159.67,3.1
4035,406160.67,4.1
4036,406161.67,5.1
4037,406162.67,2.1
4038,406163.67,3.1
4039,406164.67,4.1
4040,406165.67,5.1
4041,406166.67,2.1
4042,406167.67,3.1
4043,406168.67,4.1
4044,406169.67,5.1
4045,406170.67,2.1
4046,406171.67,3.1
4047,406172.67,4.1
4048,406173.67,5.1
4049,406174.67,2.1
4050,406175.67,3.1
1,406176.67,4.1
2,406177.67,5.1
3,406178.67,2.1
4,406179.67,3.1
5,406180.67,4.1
6,406181.67,5.1
7,406182.67,2.1
8,406183.67,3.1
9,406184.67,4.1
10,406185.67,5.1
11,406186.67,2.1
12,406187.67,3.1
13,406188.67,4.1
14,406189.67,5.1
15,406190.67,2.1
16,406191.67,3.1
17,406192.67,4.1
18,406193.67,5.1
19,406194.67,2.1
20,406195.67,3.1
21,406196.67,4.1
22,406197.67,5.1
23,406198.67,2.1
24,406199.67,3.1
25,406200.67,4.1
26,406201.67,5.1
27,406202.67,2.1
28,406203.67,3.1
29,406204.67,4.1
30,406205.67,5.1
31,406206.67,2.1
32,406207.67,3.1
33,406208.67,4.1
34,406209.67,5.1
35,406210.67,2.1
36,406211.67,3.1
37,406212.67,4.1
38,406213.67,5.1
39,406214.67,2.1
40,406215.67,3.1
41,406216.67,4.1
42,406217.67,5.1
43,406218.67,2.1
44,406219.67,3.1
45,406220.67,4.1
46,406221.67,5.1
47,406222.67,2.1
48,406223.67,3.1
49,406224.67,4.1
50,406225.67,5.1
51,406226.67,2.1
52,406227.67,3.1
53,406228.67,4.1
54,406229.67,5.1
55,406230.67,2.1
56,406231.67,3.1
57,406232.67,4.1
58,406233.67,5.1
59,406234.67,2.1
60,406235.67,3.1
61,406236.67,4.1
62,406237.67,5.1
63,406238.67,2.1
64,406239.67,3.1
65,406240.67,4.1
66,406241.67,5.1
67,406242.67,2.1
68,406243.67,3.1
69,406244.67,4.1
70,406245.67,5.1
71,406246.67,2.1
72,406247.67,3.1
73,406248.67,4.1
74,406249.67,5.1
75,406250.67,2.1
76,406251.67,3.1
77,406252.67,4.1
78,406253.67,5.1
79,406254.67,2.1
80,406255.67,3.1
81,406256.67,4.1
82,406257.67,5.1
83,406258.67,2.1
84,406259.67,3.1
85,406260.67,4.1
86,406261.67,5.1
87,406262.67,2.1
88,406263.67,3.1
89,406264.67,4.1
90,406265.67,5.1
91,406266.67,2.1
92,406267.67,3.1
93,406268.67,4.1
94,406269.67,5.1
95,406270.67,2.1
96,406271.67,3.1
97,406272.67,4.1
98,406273.67,5.1
99,406274.67,2.1
100,406275.67,3.1
101,406276.67,4.1
102,406277.67,5.1
103,406278.67,2.1
104,406279.67,3.1
105,406280.67,4.1
106,406281.67,5.1
107,406282.67,2.1
108,406283.67,3.1
109,406284.67,4.1
110,406285.67,5.1
111,406286.67,2.1
112,406287.67,3.1
113,406288.67,4.1
114,406289.67,5.1
115,406290.67,2.1
116,406291.67,3.1
117,406292.67,4.1
118,406293.67,5.1
119,406294.67,2.1
120,406295.67,3.1
121,406296.67,4.1
122,406297.67,5.1
123,406298.67,2.1
124,406299.67,3.1
125,406300.67,4.1
126,406301.67,5.1
127,406302.67,2.1
128,406303.67,3.1
129,406304.67,4.1
130,406305.67,5.1
131,406306.67,2.1
132,406307.67,3.1
133,406308.67,4.1
134,406309.67,5.1
135,406310.67,2.1
136,406311.67,3.1
137,406312.67,4.1
138,406313.67,5.1
139,406314.67,2.1
140,406315.67,3.1
141,406316.67,4.1
142,406317.67,5.1
143,406318.67,2.1
144,406319.67,3.1
145,406320.67,4.1
146,406321.67,5.1
147,406322.67,2.1
148,406323.67,3.1
149,406324.67,4.1
150,406325.67,5.1
151,406326.67,2.1
152,406327.67,3.1
153,406328.67,4.1
154,406329.67,5.1
155,406330.67,2.1
156,406331.67,3.1
157,406332.67,4.1
158,406333.67,5.1
159,406334.67,2.1
160,406335.67,3.1
161,406336.67,4.1
162,406337.67,5.1
163,406338.67,2.1
164,406339.67,3.1
165,406340.67,4.1
166,406341.67,5.1
167,406342.67,2.1
168,406343.67,3.1
169,406344.67,4.1
170,406345.67,5.1
171,406346.67,2.1
172,406347.67,3.1
173,406348.67,4.1
174,406349.67,5.1
175,406350.67,2.1
176,406351.67,3.1
177,406352.67,4.1
178,406353.67,5.1
179,406354.67,2.1
180,406355.67,3.1
181,406356.67,4.1
182,406357.67,5.1
183,406358.67,2.1
184,406359.67,3.1
185,406360.67,4.1
186,406361.67,5.1
187,406362.67,2.1
188,406363.67,3.1
189,406364.67,4.1
190,406365.67,5.1
191,406366.67,2.1
192,406367.67,3.1
193,406368.67,4.1
194,406369.67,5.1
195,406370.67,2.1
196,406371.67,3.1
197,406372.67,4.1
198,406373.67,5.1
199,406374.67,2.1
200,406375.67,3.1
201,406376.67,4.1
202,406377.67,5.1
203,406378.67,2.1
204,406379.67,3.1
205,406380.67,4.1
206,406381.67,5.1
207,406382.67,2.1
208,406383.67,3.1
209,406384.67,4.1
210,406385.67,5.1
211,406386.67,2.1
212,406387.67,3.1
213,406388.67,4.1
214,406389.67,5.1
215,406390.67,2.1
216,406391.67,3.1
217,406392.67,4.1
218,406393.67,5.1
219,406394.67,2.1
220,406395.67,3.1
221,406396.67,4.1
222,406397.67,5.1
223,406398.67,2.1
224,406399.67,3.1
225,406400.67,4.1
226,406401.67,5.1
227,406402.67,2.1
228,406403.67,3.1
229,406404.67,4.1
230,406405.67,5.1
231,406406.67,2.1
232,406407.67,3.1
233,406408.67,4.1
234,406409.67,5.1
235,406410.67,2.1
236,406411.67,3.1
237,406412.67,4.1
238,406413.67,5.1
239,406414.67,2.1
240,406415.67,3.1
241,406416.67,4.1
242,406417.67,5.1
243,406418.67,2.1
244,406419.67,3.1
245,406420.67,4.1
246,406421.67,5.1
247,406422.67,2.1
248,406423.67,3.1
249,406424.67,4.1
250,406425.67,5.1
251,406426.67,2.1
252,406427.67,3.1
253,406428.67,4.1
254,406429.67,5.1
255,406430.67,2.1
256,406431.67,3.1
257,406432.67,4.1
258,406433.67,5.1
259,406434.67,2.1
260,406435.67,3.1
261,406436.67,4.1
262,406437.67,5.1
263,406438.67,2.1
264,406439.67,3.1
265,406440.67,4.1
266,406441.67,5.1
267,406442.67,2.1
268,406443.67,3.1
269,406444.67,4.1
270,406445.67,5.1
271,406446.67,2.1
272,406447.67,3.1
273,406448.67,4.1
274,406449.67,5.1
275,406450.67,2.1
276,406451.67,3.1
277,406452.67,4.1
278,406453.67,5.1
279,406454.67,2.1
280,406455.67,3.1
281,406456.67,4.1
282,406457.67,5.1
283,406458.67,2.1
284,406459.67,3.1
285,406460.67,4.1
286,406461.67,5.1
287,406462.67,2.1
288,406463.67,3.1
289,406464.67,4.1
290,406465.67,5.1
291,406466.67,2.1
292,406467.67,3.1
293,406468.67,4.1
294,406469.67,5.1
295,406470.67,2.1
296,406471.67,3.1
297,406472.67,4.1
298,406473.67,5.1
299,406474.67,2.1
300,406475.67,3.1
301,406476.67,4.1
302,406477.67,5.1
303,406478.67,2.1
304,406479.67,3.1
305,406480.67,4.1
306,406481.67,5.1
307,406482.67,2.1
308,406483.67,3.1
309,406484.67,4.1
310,406485.67,5.1
311,406486.67,2.1
312,406487.67,3.1
313,406488.67,4.1
314,406489.67,5.1
315,406490.67,2.1
316,406491.67,3.1
317,406492.67,4.1
318,406493.67,5.1
319,406494.67,2.1
320,406495.67,3.1
321,406496.67,4.1
322,406497.67,5.1
323,406498.67,2.1
324,406499.67,3.1
325,406500.67,4.1
326,406501.67,5.1
327,406502.67,2.1
328,406503.67,3.1
329,406504.67,4.1
330,406505.67,5.1
331,406506.67,2.1
332,406507.67,3.1
333,406508.67,4.1
334,406509.67,5.1
335,406510.67,2.1
336,406511.67,3.1
337,406512.67,4.1
338,406513.67,5.1
339,406514.67,2.1
340,406515.67,3.1
341,406516.67,4.1
342,406517.67,5.1
343,406518.67,2.1
344,406519.67,3.1
345,406520.67,4.1
346,406521.67,5.1
347,406522.67,2.1
348,406523.67,3.1
349,406524.67,4.1
350,406525.67,5.1
351,406526.67,2.1
352,406527.67,3.1
353,406528.67,4.1
354,406529.67,5.1
355,406530.67,2.1
356,406531.67,3.1
357,406532.67,4.1
358,406533.67,5.1
359,406534.67,2.1
360,406535.67,3.1
361,406536.67,4.1
362,406537.67,5.1
363,406538.67,2.1
364,406539.67,3.1
365,406540.67,4.1
366,406541.67,5.1
367,406542.67,2.1
368,406543.67,3.1
369,406544.67,4.1
370,406545.67,5.1
371,406546.67,2.1
372,406547.67,3.1
373,406548.67,4.1
374,406549.67,5.1
375,406550.67,2.1
376,406551.67,3.1
377,406552.67,4.1
378,406553.67,5.1
379,406554.67,2.1
380,406555.67,3.1
381,406556.67,4.1
382,406557.67,5.1
383,406558.67,2.1
384,406559.67,3.1
385,406560.67,4.1
386,406561.67,5.1
387,406562.67,2.1
388,406563.67,3.1
389,406564.67,4.1
390,406565.67,5.1
391,406566.67,2.1
392,406567.67,3.1
393,406568.67,4.1
394,406569.67,5.1
395,406570.67,2.1
396,406571.67,3.1
397,406572.67,4.1
398,406573.67,5.1
399,406574.67,2.1
400,406575.67,3.1
401,406576.67,4.1
402,406577.67,5.1
403,406578.67,2.1
404,406579.67,3.1
405,406580.67,4.1
406,406581.67,5.1
407,406582.67,2.1
408,406583.67,3.1
409,406584.67,4.1
410,406585.67,5.1
411,406586.67,2.1
412,406587.67,3.1
413,406588.67,4.1
414,406589.67,5.1
415,406590.67,2.1
416,406591.67,3.1
417,406592.67,4.1
418,406593.67,5.1
419,406594.67,2.1
420,406595.67,3.1
421,406596.67,4.1
422,406597.67,5.1
423,406598.67,2.1
424,406599.67,3.1
425,406600.67,4.1
426,406601.67,5.1
427,406602.67,2.1
428,406603.67,3.1
429,406604.67,4.1
430,406605.67,5.1
431,406606.67,2.1
432,406607.67,3.1
433,406608.67,4.1
434,406609.67,5.1
435,406610.67,2.1
436,406611.67,3.1
437,406612.67,4.1
438,406613.67,5.1
439,406614.67,2.1
440,406615.67,3.1
441,406616.67,4.1
442,406617.67,5.1
443,406618.67,2.1
444,406619.67,3.1
445,406620.67,4.1
446,406621.67,5.1
447,406622.67,2.1
448,406623.67,3.1
449,406624.67,4.1
450,406625.67,5.1
451,406626.67,2.1
452,406627.67,3.1
453,406628.67,4.1
454,406629.67,5.1
455,406630.67,2.1
456,406631.67,3.1
457,406632.67,4.1
458,406633.67,5.1
459,406634.67,2.1
460,406635.67,3.1
461,406636.67,4.1
462,406637.67,5.1
463,406638.67,2.1
464,406639.67,3.1
465,406640.67,4.1
466,406641.67,5.1
467,406642.67,2.1
468,406643.67,3.1
469,406644.67,4.1
470,406645.67,5.1
471,406646.67,2.1
472,406647.67,3.1
473,406648.67,4.1
474,406649.67,5.1
475,406650.67,2.1
476,406651.67,3.1
477,406652.67,4.1
478,406653.67,5.1
479,406654.67,2.1
480,406655.67,3.1
481,406656.67,4.1
482,406657.67,5.1
483,406658.67,2.1
484,406659.67,3.1
485,406660.67,4.1
486,406661.67,5.1
487,406662.67,2.1
488,406663.67,3.1
489,406664.67,4.1
490,406665.67,5.1
491,406666.67,2.1
492,406667.67,3.1
493,406668.67,4.1
494,406669.67,5.1
495,406670.67,2.1
496,406671.67,3.1
497,406672.67,4.1
498,406673.67,5.1
499,406674.67,2.1
500,406675.67,3.1
501,406676.67,4.1
502,406677.67,5.1
503,406678.67,2.1
504,406679.67,3.1
505,406680.67,4.1
506,406681.67,5.1
507,406682.67,2.1
508,406683.67,3.1
509,406684.67,4.1
510,406685.67,5.1
511,406686.67,2.1
512,406687.67,3.1
513,406688.67,4.1
514,406689.67,5.1
515,406690.67,2.1
516,406691.67,3.1
517,406692.67,4.1
518,406693.67,5.1
519,406694.67,2.1
520,406695.67,3.1
521,406696.67,4.1
522,406697.67,5.1
523,406698.67,2.1
524,406699.67,3.1
525,406700.67,4.1
526,406701.67,5.1
527,406702.67,2.1
528,406703.67,3.1
529,406704.67,4.1
530,406705.67,5.1
531,406706.67,2.1
532,406707.67,3.1
533,406708.67,4.1
534,406709.67,5.1
535,406710.67,2.1
536,406711.67,3.1
537,406712.67,4.1
538,406713.67,5.1
539,406714.67,2.1
540,406715.67,3.1
541,406716.67,4.1
542,406717.67,5.1
543,406718.67,2.1
544,406719.67,3.1
545,406720.67,4.1
546,406721.67,5.1
547,406722.67,2.1
548,406723.67,3.1
549,406724.67,4.1
550,406725.67,5.1
551,406726.67,2.1
552,406727.67,3.1
553,406728.67,4.1
554,406729.67,5.1
555,406730.67,2.1
556,406731.67,3.1
557,406732.67,4.1
558,406733.67,5.1
559,406734.67,2.1
560,406735.67,3.1
561,406736.67,4.1
562,406737.67,5.1
563,406738.67,2.1
564,406739.67,3.1
565,406740.67,4.1
566,406741.67,5.1
567,406742.67,2.1
568,406743.67,3.1
569,406744.67,4.1
570,406745.67,5.1
571,406746.67,2.1
572,406747.67,3.1
573,406748.67,4.1
574,406749.67,5.1
575,406750.67,2.1
576,406751.67,3.1
577,406752.67,4.1
578,406753.67,5.1
579,406754.67,2.1
580,406755.67,3.1
581,406756.67,4.1
582,406757.67,5.1
583,406758.67,2.1
584,406759.67,3.1
585,406760.67,4.1
586,406761.67,5.1
587,406762.67,2.1
588,406763.67,3.1
589,406764.67,4.1
590,406765.67,5.1
591,406766.67,2.1
592,406767.67,3.1
593,406768.67,4.1
594,406769.67,5.1
595,406770.67,2.1
596,406771.67,3.1
597,406772.67,4.1
598,406773.67,5.1
599,406774.67,2.1
600,406775.67,3.1
601,406776.67,4.1
602,406777.67,5.1
603,406778.67,2.1
604,406779.67,3.1
605,406780.67,4.1
606,406781.67,5.1
607,406782.67,2.1
608,406783.67,3.1
609,406784.67,4.1
610,406785.67,5.1
611,406786.67,2.1
612,406787.67,3.1
613,406788.67,4.1
614,406789.67,5.1
615,406790.67,2.1
616,406791.67,3.1
617,406792.67,4.1
618,406793.67,5.1
619,406794.67,2.1
620,406795.67,3.1
621,406796.67,4.1
622,406797.67,5.1
623,406798.67,2.1
624,406799.67,3.1
625,406800.67,4.1
626,406801.67,5.1
627,406802.67,2.1
628,406803.67,3.1
629,406804.67,4.1
630,406805.67,5.1
631,406806.67,2.1
632,406807.67,3.1
633,406808.67,4.1
634,406809.67,5.1
635,406810.67,2.1
636,406811.67,3.1
637,406812.67,4.1
638,406813.67,5.1
639,406814.67,2.1
640,406815.67,3.1
641,406816.67,4.1
642,406817.67,5.1
643,406818.67,2.1
644,406819.67,3.1
645,406820.67,4.1
646,406821.67,5.1
647,406822.67,2.1
648,406823.67,3.1
649,406824.67,4.1
650,406825.67,5.1
651,406826.67,2.1
652,406827.67,3.1
653,406828.67,4.1
654,406829.67,5.1
655,406830.67,2.1
656,406831.67,3.1
657,406832.67,4.1
658,406833.67,5.1
659,406834.67,2.1
660,406835.67,3.1
661,406836.67,4.1
662,406837.67,5.1
663,406838.67,2.1
664,406839.67,3.1
665,406840.67,4.1
666,406841.67,5.1
667,406842.67,2.1
668,406843.67,3.1
669,406844.67,4.1
670,406845.67,5.1
671,406846.67,2.1
672,406847.67,3.1
673,406848.67,4.1
674,406849.67,5.1
675,406850.67,2.1
676,406851.67,3.1
677,406852.67,4.1
678,406853.67,5.1
679,406854.67,2.1
680,406855.67,3.1
681,406856.67,4.1
682,406857.67,5.1
683,406858.67,2.1
684,406859.67,3.1
685,406860.67,4.1
686,406861.67,5.1
687,406862.67,2.1
688,406863.67,3.1
689,406864.67,4.1
690,406865.67,5.1
691,406866.67,2.1
692,406867.67,3.1
693,406868.67,4.1
694,406869.67,5.1
695,406870.67,2.1
696,406871.67,3.1
697,406872.67,4.1
698,406873.67,5.1
699,406874.67,2.1
700,406875.67,3.1
701,406876.67,4.1
702,406877.67,5.1
703,406878.67,2.1
704,406879.67,3.1
705,406880.67,4.1
706,406881.67,5.1
707,406882.67,2.1
708,406883.67,3.1
709,406884.67,4.1
710,406885.67,5.1
711,406886.67,2.1
712,406887.67,3.1
713,406888.67,4.1
714,406889.67,5.1
715,406890.67,2.1
716,406891.67,3.1
717,406892.67,4.1
718,406893.67,5.1
719,406894.67,2.1
720,406895.67,3.1
721,406896.67,4.1
722,406897.67,5.1
723,406898.67,2.1
724,406899.67,3.1
725,406900.67,4.1
726,406901.67,5.1
727,406902.67,2.1
728,406903.67,3.1
729,406904.67,4.1
730,406905.67,5.1
731,406906.67,2.1
732,406907.67,3.1
733,406908.67,4.1
734,406909.67,5.1
735,406910.67,2.1
736,406911.67,3.1
737,406912.67,4.1
738,406913.67,5.1
739,406914.67,2.1
740,406915.67,3.1
741,406916.67,4.1
742,406917.67,5.1
743,406918.67,2.1
744,406919.67,3.1
745,406920.67,4.1
746,406921.67,5.1
747,406922.67,2.1
748,406923.67,3.1
749,406924.67,4.1
750,406925.67,5.1
